date,first_male,first_female,finishers,helpers,last_updated
2016-05-28,Piers ARNOLD,Kate ROBINSON,506,17,2026-04-01 08:10:30.699583
2016-06-04,George BOWEN,Sophie ALDEN,533,17,2026-04-01 08:10:30.699583
2016-06-11,Jan KAISER,Sophie ALDEN,495,18,2026-04-01 08:10:30.699583
2016-06-18,John SCOGGINS,Sarah IMBUSH,435,18,2026-04-01 08:10:30.699583
2016-06-25,Ash HARRELL,Mabel BECKETT,445,18,2026-04-01 08:10:30.699583
2016-07-02,Richard BATESON,Kate ROBINSON,431,16,2026-04-01 08:10:30.699583
2016-07-09,Simon WRIGHT,Sarah IMBUSH,426,19,2026-04-01 08:10:30.699583
2016-07-16,Jonathan STOCKWELL,Philippa TAYLOR,435,17,2026-04-01 08:10:30.699583
2016-07-23,William CORK,Christine FAULKNER,428,17,2026-04-01 08:10:30.699583
2016-07-30,Simon WRIGHT,Mabel BECKETT,414,16,2026-04-01 08:10:30.699583
2016-08-06,Jonny EARL,Rosie EARL,308,18,2026-04-01 08:10:30.699583
2016-08-13,Jonathan STOCKWELL,Harriet CARR,422,19,2026-04-01 08:10:30.699583
2016-08-20,Luke MOSELEY,Mabel BECKETT,424,18,2026-04-01 08:10:30.699583
2016-08-27,Thomas William Lincoln HOOK,Siew Yen LOKE,424,18,2026-04-01 08:10:30.699583
2016-09-03,Dero LAMI,Siew Yen LOKE,452,20,2026-04-01 08:10:30.699583
2016-09-10,Adam VARVEL,Tilly ANEMA,452,18,2026-04-01 08:10:30.699583
2016-09-17,Ben SPRATLING,Laura THOMAS,400,19,2026-04-01 08:10:30.699583
2016-09-24,Dero LAMI,Mabel BECKETT,459,17,2026-04-01 08:10:30.699583
2016-10-01,Dero LAMI,Sarah IMBUSH,497,15,2026-04-01 08:10:30.699583
2016-10-08,Dero LAMI,Sarah IMBUSH,464,17,2026-04-01 08:10:30.699583
2016-10-15,Tony HEATHER,Millie SOLWAY,467,17,2026-04-01 08:10:30.699583
2016-10-22,William MAHONEY,Mabel BECKETT,478,18,2026-04-01 08:10:30.699583
2016-10-29,Adam SMITH,Millie SOLWAY,498,18,2026-04-01 08:10:30.699583
2016-11-05,Dero LAMI,Hannah BYE,507,19,2026-04-01 08:10:30.699583
2016-11-12,Dero LAMI,Sophie ROCK,510,17,2026-04-01 08:10:30.699583
2016-11-19,Dero LAMI,Millie SOLWAY,474,20,2026-04-01 08:10:30.699583
2016-11-26,Chris ODDY,Hannah BYE,465,20,2026-04-01 08:10:30.699583
2016-12-03,Alfie BENTLEY,Emma CHESTNUTT,419,21,2026-04-01 08:10:30.699583
2016-12-10,Dero LAMI,Sarah IMBUSH,436,20,2026-04-01 08:10:30.699583
2016-12-17,Dero LAMI,Mabel BECKETT,402,18,2026-04-01 08:10:30.699583
2016-12-24,James SENIOR,Kelly GRANT,460,18,2026-04-01 08:10:30.699583
2016-12-25,William CORK,Millie SOLWAY,570,18,2026-04-01 08:10:30.699583
2016-12-31,Will LAW,Jihanna BONILLA-ALLARD,419,18,2026-04-01 08:10:30.699583
2017-01-07,Kim BOWLING,Sarah IMBUSH,569,18,2026-04-01 08:10:30.699583
2017-01-14,Daniel MIDDLETON,Sarah IMBUSH,500,20,2026-04-01 08:10:30.699583
2017-01-21,Dero LAMI,Sarah IMBUSH,598,20,2026-04-01 08:10:30.699583
2017-01-28,Daniel MIDDLETON,Sarah IMBUSH,602,18,2026-04-01 08:10:30.699583
2017-02-04,Dero LAMI,Sarah IMBUSH,588,19,2026-04-01 08:10:30.699583
2017-02-11,Alfie BENTLEY,Sarah IMBUSH,496,20,2026-04-01 08:10:30.699583
2017-02-18,Dero LAMI,Mabel BECKETT,597,18,2026-04-01 08:10:30.699583
2017-02-25,Dero LAMI,Rowena LEARY,560,20,2026-04-01 08:10:30.699583
2017-03-04,Dero LAMI,Sarah IMBUSH,524,21,2026-04-01 08:10:30.699583
2017-03-11,Dero LAMI,Roisin MARKS,647,20,2026-04-01 08:10:30.699583
2017-03-18,Max COSTLEY,Emma CHESTNUTT,517,22,2026-04-01 08:10:30.699583
2017-03-25,Steven CANNELL,Sarah IMBUSH,554,23,2026-04-01 08:10:30.699583
2017-04-01,Dero LAMI,Sarah IMBUSH,498,17,2026-04-01 08:10:30.699583
2017-04-08,Dero LAMI,Kate DREW,478,19,2026-04-01 08:10:30.699583
2017-04-15,Dero LAMI,Sarah CANNON,610,20,2026-04-01 08:10:30.699583
2017-04-22,William CORK,Sarah IMBUSH,571,21,2026-04-01 08:10:30.699583
2017-04-29,Dero LAMI,Imogen Hannah Jane EMMETT,587,20,2026-04-01 08:10:30.699583
2017-05-06,Lawrence Edward WADE,Sarah IMBUSH,604,24,2026-04-01 08:10:30.699583
2017-05-13,Jan KAISER,Holly COOPER,557,24,2026-04-01 08:10:30.699583
2017-05-20,Scott GREEVES,Sarah IMBUSH,583,22,2026-04-01 08:10:30.699583
2017-05-27,Samuel COYNE,Harriet CARR,535,22,2026-04-01 08:10:30.699583
2017-06-03,Nick EARL,Sarah IMBUSH,570,18,2026-04-01 08:10:30.699583
2017-06-10,Andreas KÄLIN,Hannah BYE,589,21,2026-04-01 08:10:30.699583
2017-06-17,Jan KAISER,Sarah IMBUSH,542,18,2026-04-01 08:10:30.699583
2017-06-24,Jake STEARMAN,Sarah IMBUSH,518,20,2026-04-01 08:10:30.699583
2017-07-01,James SENIOR,Sarah IMBUSH,485,18,2026-04-01 08:10:30.699583
2017-07-08,Jose Gregorio LUCERON MUNOZ,Sarah IMBUSH,501,20,2026-04-01 08:10:30.699583
2017-07-15,Dero LAMI,Sarah IMBUSH,499,18,2026-04-01 08:10:30.699583
2017-07-22,Jack WHITE,Mabel BECKETT,381,20,2026-04-01 08:10:30.699583
2017-07-29,Dero LAMI,Mabel BECKETT,453,19,2026-04-01 08:10:30.699583
2017-08-05,James SENIOR,Sophie ALDEN,396,28,2026-04-01 08:10:30.699583
2017-08-12,Jack KEYWOOD,Anna HOOGKAMER,506,22,2026-04-01 08:10:30.699583
2017-08-19,Dero LAMI,Mabel BECKETT,438,20,2026-04-01 08:10:30.699583
2017-08-26,Jake STEARMAN,Christine FAULKNER,479,21,2026-04-01 08:10:30.699583
2017-09-02,Piers ARNOLD,Mabel BECKETT,532,19,2026-04-01 08:10:30.699583
2017-09-09,Daniel MIDDLETON,Mabel BECKETT,502,22,2026-04-01 08:10:30.699583
2017-09-16,William MAHONEY,Joanna ANDREWS,437,20,2026-04-01 08:10:30.699583
2017-09-23,Dero LAMI,Mabel BECKETT,490,18,2026-04-01 08:10:30.699583
2017-09-30,Daniel MIDDLETON,Mabel BECKETT,555,18,2026-04-01 08:10:30.699583
2017-10-07,Alan HUME,Colleen Nicole MUKUYA,538,22,2026-04-01 08:10:30.699583
2017-10-14,Alan HUME,Imogen Hannah Jane EMMETT,502,19,2026-04-01 08:10:30.699583
2017-10-21,Dero LAMI,Christine FAULKNER,473,22,2026-04-01 08:10:30.699583
2017-10-28,Nico DRINKWATER,Millie SOLWAY,524,20,2026-04-01 08:10:30.699583
2017-11-04,Alan HUME,Sarah IMBUSH,671,21,2026-04-01 08:10:30.699583
2017-11-11,Robert CHENERY,Mabel BECKETT,511,22,2026-04-01 08:10:30.699583
2017-11-18,Sam TODD,Sarah IMBUSH,496,23,2026-04-01 08:10:30.699583
2017-11-25,Piers ARNOLD,Mabel BECKETT,452,24,2026-04-01 08:10:30.699583
2017-12-02,Tom GREENACRE,Mabel BECKETT,405,22,2026-04-01 08:10:30.699583
2017-12-09,Dero LAMI,Sarah IMBUSH,300,25,2026-04-01 08:10:30.699583
2017-12-16,Falko ROSBERGEN,Kim MORRISON,328,20,2026-04-01 08:10:30.699583
2017-12-23,Jonny EARL,Kelly GRANT,399,20,2026-04-01 08:10:30.699583
2017-12-25,Ben FLETCHER,Ruth SENIOR,799,20,2026-04-01 08:10:30.699583
2017-12-30,Billy HESELTINE,Mabel BECKETT,435,20,2026-04-01 08:10:30.699583
2018-01-06,George CLEMENTS,Bethan EVERSON,530,20,2026-04-01 08:10:30.699583
2018-01-13,Nicholas BENSLEY,Mabel BECKETT,546,20,2026-04-01 08:10:30.699583
2018-01-20,Jonny EARL,Harriet CARR,505,21,2026-04-01 08:10:30.699583
2018-01-27,Billy HESELTINE,Mabel BECKETT,495,21,2026-04-01 08:10:30.699583
2018-02-03,Stu HUNTINGTON,Alicia LACEY,517,20,2026-04-01 08:10:30.699583
2018-02-10,Tim TOPPER,Madison KELLY,531,19,2026-04-01 08:10:30.699583
2018-02-17,Matthew PINNOCK,Mabel BECKETT,531,21,2026-04-01 08:10:30.699583
2018-02-24,Piers ARNOLD,Emma RISBEY,455,19,2026-04-01 08:10:30.699583
2018-03-10,Piers ARNOLD,Rachel Alice Louise MILLER,493,20,2026-04-01 08:10:30.699583
2018-03-17,Jan KAISER,Mabel BECKETT,299,21,2026-04-01 08:10:30.699583
2018-03-24,Piers ARNOLD,Mabel BECKETT,461,21,2026-04-01 08:10:30.699583
2018-03-31,Thomas William Lincoln HOOK,Millie SOLWAY,484,20,2026-04-01 08:10:30.699583
2018-04-07,James SENIOR,Amy BECK,548,18,2026-04-01 08:10:30.699583
2018-04-14,Stu HUNTINGTON,Kate MURRELL,510,21,2026-04-01 08:10:30.699583
2018-04-21,Gary CRUSH,Millie SOLWAY,560,20,2026-04-01 08:10:30.699583
2018-04-28,Alan HUME,Mabel BECKETT,421,22,2026-04-01 08:10:30.699583
2018-05-05,Jack WHITE,Mabel BECKETT,574,21,2026-04-01 08:10:30.699583
2018-05-12,Kingsley JUDD,Sarah IMBUSH,583,23,2026-04-01 08:10:30.699583
2018-05-19,Logan SMITH,Sarah IMBUSH,537,20,2026-04-01 08:10:30.699583
2018-05-26,Spencer GOODALL,Tilly ANEMA,563,19,2026-04-01 08:10:30.699583
2018-06-02,George MACFARLANE,Imogen Hannah Jane EMMETT,481,20,2026-04-01 08:10:30.699583
2018-06-09,Piers ARNOLD,Mabel BECKETT,511,23,2026-04-01 08:10:30.699583
2018-06-16,Jonny EARL,Mabel BECKETT,474,23,2026-04-01 08:10:30.699583
2018-06-23,Danny ADAMS,Joanna ANDREWS,462,20,2026-04-01 08:10:30.699583
2018-06-30,Alex GRIFFITHS,Sarah IMBUSH,415,20,2026-04-01 08:10:30.699583
2018-07-07,Alex GRIFFITHS,Millie SOLWAY,447,21,2026-04-01 08:10:30.699583
2018-07-14,Sam KENMORE,Mabel BECKETT,396,22,2026-04-01 08:10:30.699583
2018-07-21,Jan KAISER,Mabel BECKETT,467,23,2026-04-01 08:10:30.699583
2018-07-28,Nico DRINKWATER,Christine FAULKNER,401,24,2026-04-01 08:10:30.699583
2018-08-04,Louis SUGGETT,Holly Alexandra ARCHER,343,23,2026-04-01 08:10:30.699583
2018-08-11,Stu HUNTINGTON,Mabel BECKETT,504,19,2026-04-01 08:10:30.699583
2018-08-18,Thomas William Lincoln HOOK,Christine FAULKNER,447,22,2026-04-01 08:10:30.699583
2018-08-25,William CORK,Emma RISBEY,451,22,2026-04-01 08:10:30.699583
2018-09-01,Mathew WEBB,Christine FAULKNER,488,21,2026-04-01 08:10:30.699583
2018-09-08,Mark CHANEY BAXTER,Mabel BECKETT,481,20,2026-04-01 08:10:30.699583
2018-09-15,Daniel MIDDLETON,Mabel BECKETT,468,23,2026-04-01 08:10:30.699583
2018-09-22,James WOOLDRIDGE,Eleanor MATTHEWS,463,22,2026-04-01 08:10:30.699583
2018-09-29,Harry ALLCOCK,Mabel BECKETT,531,22,2026-04-01 08:10:30.699583
2018-10-06,Nathan RISBEY,Connie EASTER,473,24,2026-04-01 08:10:30.699583
2018-10-13,Harry ALLCOCK,Isabel RODRIGUEZ,505,23,2026-04-01 08:10:30.699583
2018-10-20,Daniel MIDDLETON,Clare SLORACH,427,24,2026-04-01 08:10:30.699583
2018-10-27,William CORK,Christine FAULKNER,412,19,2026-04-01 08:10:30.699583
2018-11-03,Jack ADCOCK,Mel FEWTRELL,503,21,2026-04-01 08:10:30.699583
2018-11-10,James PRICE,Mabel BECKETT,558,24,2026-04-01 08:10:30.699583
2018-11-17,Stu HUNTINGTON,Amy BECK,484,23,2026-04-01 08:10:30.699583
2018-11-24,Ben SPRATLING,Iona LAKE,500,21,2026-04-01 08:10:30.699583
2018-12-01,Ben SPRATLING,Mabel BECKETT,454,21,2026-04-01 08:10:30.699583
2018-12-08,Sam KENMORE,Philippa TAYLOR,409,23,2026-04-01 08:10:30.699583
2018-12-15,Samuel COYNE,Mabel BECKETT,337,23,2026-04-01 08:10:30.699583
2018-12-22,Mark CHANEY BAXTER,Emma POOLEY,409,23,2026-04-01 08:10:30.699583
2018-12-25,Thomas BISHOP,Danielle NIMMOCK,1104,37,2026-04-01 08:10:30.699583
2018-12-29,William CORK,Mabel BECKETT,503,22,2026-04-01 08:10:30.699583
2019-01-05,Daniel MIDDLETON,Fenella SUNAWAY,573,25,2026-04-01 08:10:30.699583
2019-01-12,John HUDSON,Amy BECK,545,21,2026-04-01 08:10:30.699583
2019-01-19,Trevor GANNON,Tia-Lilly CRANE,445,23,2026-04-01 08:10:30.699583
2019-01-26,Ian BEEDEN,Christine FAULKNER,511,25,2026-04-01 08:10:30.699583
2019-02-02,Jonny EARL,Mabel BECKETT,446,25,2026-04-01 08:10:30.699583
2019-02-09,Laurence BALL,Mabel BECKETT,530,25,2026-04-01 08:10:30.699583
2019-02-16,Stu HUNTINGTON,Catriona WARD SELL,519,25,2026-04-01 08:10:30.699583
2019-02-23,Thomas William Lincoln HOOK,Sarah IMBUSH,525,28,2026-04-01 08:10:30.699583
2019-03-02,Gary CRUSH,Memphis SYMONDS,540,28,2026-04-01 08:10:30.699583
2019-03-09,David CROSS,Kim MORRISON,542,28,2026-04-01 08:10:30.699583
2019-03-16,Jack MOLLICONE,Mabel BECKETT,547,25,2026-04-01 08:10:30.699583
2019-03-23,Nicholas BENSLEY,Mabel BECKETT,532,29,2026-04-01 08:10:30.699583
2019-03-30,William CORK,Mabel BECKETT,549,24,2026-04-01 08:10:30.699583
2019-04-06,Aidan THORPE,Sharon HURREN,488,27,2026-04-01 08:10:30.699583
2019-04-13,Samuel COYNE,Christine FAULKNER,475,21,2026-04-01 08:10:30.699583
2019-04-20,Thomas William Lincoln HOOK,Mabel BECKETT,598,22,2026-04-01 08:10:30.699583
2019-04-27,Laurence BALL,Juliette Amy WATKINSON,497,27,2026-04-01 08:10:30.699583
2019-05-04,Jonny EARL,Claire LOATES,517,27,2026-04-01 08:10:30.699583
2019-05-11,Sam PROCTOR,Sarah IMBUSH,536,29,2026-04-01 08:10:30.699583
2019-05-18,John MOORE,Christine FAULKNER,509,29,2026-04-01 08:10:30.699583
2019-05-25,Harry ALLCOCK,Evie FITCH,449,28,2026-04-01 08:10:30.699583
2019-06-01,Harry ALLCOCK,Clare SLORACH,496,26,2026-04-01 08:10:30.699583
2019-06-08,Marcus SLADDEN,Rose WATERMAN,456,23,2026-04-01 08:10:30.699583
2019-06-15,Mark CHANEY BAXTER,Ellie GASKINS,497,21,2026-04-01 08:10:30.699583
2019-06-22,Mark CHANEY BAXTER,Mabel BECKETT,393,28,2026-04-01 08:10:30.699583
2019-06-29,Logan SMITH,Mabel BECKETT,411,27,2026-04-01 08:10:30.699583
2019-07-06,Alex JACKSON,Ellie TAYLOR,415,26,2026-04-01 08:10:30.699583
2019-07-13,Nico DRINKWATER,Autumn HALES,451,23,2026-04-01 08:10:30.699583
2019-07-20,George MACFARLANE,Clare SLORACH,330,29,2026-04-01 08:10:30.699583
2019-07-27,Ian BEEDEN,Tawa GROOMBRIDGE,328,20,2026-04-01 08:10:30.699583
2019-08-03,Piers ARNOLD,Mabel BECKETT,443,19,2026-04-01 08:10:30.699583
2019-08-10,Andrew NICKINSON,Mabel BECKETT,376,22,2026-04-01 08:10:30.699583
2019-08-17,Alex JACKSON,Jane A DAVIES,433,23,2026-04-01 08:10:30.699583
2019-08-24,Sam PROCTOR,Gail MACKIE,452,24,2026-04-01 08:10:30.699583
2019-08-31,Ed TURNER,Tilly ANEMA,424,25,2026-04-01 08:10:30.699583
2019-09-07,Ed DICKINSON,Iona LAKE,427,22,2026-04-01 08:10:30.699583
2019-09-14,Sam GARFORTH,Mary P SCOTT,431,25,2026-04-01 08:10:30.699583
2019-09-21,George RUDMAN,Mabel BECKETT,452,23,2026-04-01 08:10:30.699583
2019-09-28,John RASPIN,Mabel BECKETT,436,24,2026-04-01 08:10:30.699583
2019-10-05,Jack MOLLICONE,Mabel BECKETT,464,23,2026-04-01 08:10:30.699583
2019-10-12,Jacob OCAL,Christine FAULKNER,472,23,2026-04-01 08:10:30.699583
2019-10-19,Jacob OCAL,Chloe PELLICAN,409,23,2026-04-01 08:10:30.699583
2019-10-26,James JOHNSON,Mabel BECKETT,402,20,2026-04-01 08:10:30.699583
2019-11-02,John HUDSON,Mabel BECKETT,323,23,2026-04-01 08:10:30.699583
2019-11-09,Jacob OCAL,Sarah IMBUSH,451,21,2026-04-01 08:10:30.699583
2019-11-16,Jacob OCAL,Fiona CRESSY-ROBERTS,466,23,2026-04-01 08:10:30.699583
2019-11-23,Jacob OCAL,Jihanna ALLARD,404,26,2026-04-01 08:10:30.699583
2019-11-30,Gary CRUSH,Jessica BEHAN,512,23,2026-04-01 08:10:30.699583
2019-12-07,Piers ARNOLD,Rose WATERMAN,417,22,2026-04-01 08:10:30.699583
2019-12-14,Scott GREEVES,Mabel BECKETT,393,24,2026-04-01 08:10:30.699583
2019-12-21,Jacob OCAL,Fiona CRESSY-ROBERTS,375,22,2026-04-01 08:10:30.699583
2019-12-25,Barclay IZZARD,Alicia LACEY,1360,49,2026-04-01 08:10:30.699583
2019-12-28,Barclay IZZARD,Sophie ALDEN,551,21,2026-04-01 08:10:30.699583
2020-01-04,Logan SMITH,Ellie GASKINS,598,25,2026-04-01 08:10:30.699583
2020-01-11,Will SIMM,Kate MURRELL,599,26,2026-04-01 08:10:30.699583
2020-01-18,Tyler BILYARD,Hannah BYE,643,26,2026-04-01 08:10:30.699583
2020-01-25,Ben SPRATLING,Fiona CRESSY-ROBERTS,634,26,2026-04-01 08:10:30.699583
2020-02-01,Adam SMITH,Sarah IMBUSH,602,21,2026-04-01 08:10:30.699583
2020-02-08,Laurence BALL,Harriet CARR,565,19,2026-04-01 08:10:30.699583
2020-02-15,Gary CRUSH,Catriona WARD SELL,479,28,2026-04-01 08:10:30.699583
2020-02-22,Kim BOWLING,Alicia LACEY,718,35,2026-04-01 08:10:30.699583
2020-02-29,John HUDSON,Marieke VERMUE,432,28,2026-04-01 08:10:30.699583
2020-03-07,Laurence BALL,Sarah IMBUSH,532,25,2026-04-01 08:10:30.699583
2020-03-14,John HUDSON,Tilly ANEMA,443,25,2026-04-01 08:10:30.699583
2021-07-24,Jacob OCAL,Amy WRIGHT,307,33,2026-04-01 08:10:30.699583
2021-07-31,James PRICE,Lara ATKINSON,388,25,2026-04-01 08:10:30.699583
2021-08-07,Logan SMITH,Harriet CARR,381,29,2026-04-01 08:10:30.699583
2021-08-14,Zak HOUGHTON,Alexandra SMITH,434,27,2026-04-01 08:10:30.699583
2021-08-21,Tyler BILYARD,Chloe PELLICAN,357,25,2026-04-01 08:10:30.699583
2021-08-28,James SENIOR,Mabel BECKETT,384,27,2026-04-01 08:10:30.699583
2021-09-04,Daniel SIMMONS,Eleanor PHILLIPS,338,25,2026-04-01 08:10:30.699583
2021-09-11,Chris GAY,Sophie PEACH,328,24,2026-04-01 08:10:30.699583
2021-09-18,Kim BOWLING,Joanna ANDREWS,348,23,2026-04-01 08:10:30.699583
2021-09-25,John HUDSON,Harriet CARR,334,21,2026-04-01 08:10:30.699583
2021-10-02,James REEDER,Joanna ANDREWS,381,25,2026-04-01 08:10:30.699583
2021-10-09,Reuben ANDREWS,Joanna ANDREWS,410,25,2026-04-01 08:10:30.699583
2021-10-16,Ben FELTON,Joanna ANDREWS,363,28,2026-04-01 08:10:30.699583
2021-10-23,Jack DAKIN,Jihanna ALLARD,358,32,2026-04-01 08:10:30.699583
2021-10-30,Steven DENBY,Joanna ANDREWS,394,29,2026-04-01 08:10:30.699583
2021-11-06,James SENIOR,Mabel BECKETT,388,26,2026-04-01 08:10:30.699583
2021-11-13,Charles DICKINSON,Jordan FOSTER,373,27,2026-04-01 08:10:30.699583
2021-11-20,Kim BOWLING,Samantha GIBSON,422,24,2026-04-01 08:10:30.699583
2021-11-27,George HATTON,Cat CUMMINGS,353,20,2026-04-01 08:10:30.699583
2021-12-04,Danny ADAMS,Tawa GROOMBRIDGE,355,26,2026-04-01 08:10:30.699583
2021-12-11,Danny ADAMS,Catriona WARD SELL,335,26,2026-04-01 08:10:30.699583
2021-12-18,William WATKINS,Amy BECK,342,22,2026-04-01 08:10:30.699583
2021-12-25,Barclay IZZARD,Sophie ALDEN,548,28,2026-04-01 08:10:30.699583
2022-01-01,Tyler BILYARD,Joanna ANDREWS,295,25,2026-04-01 08:10:30.699583
2022-01-08,John HUDSON,Harriet CARR,371,25,2026-04-01 08:10:30.699583
2022-01-15,Reuben ANDREWS,Joanna ANDREWS,554,26,2026-04-01 08:10:30.699583
2022-01-22,Sean IRVING,Christine FAULKNER,478,23,2026-04-01 08:10:30.699583
2022-01-29,James MCALLEN,Harriet CARR,465,31,2026-04-01 08:10:30.699583
2022-02-05,Dillon HOBBS,Charli THOMAS,421,30,2026-04-01 08:10:30.699583
2022-02-12,Reuben ANDREWS,Joanna ANDREWS,397,26,2026-04-01 08:10:30.699583
2022-02-19,Logan SMITH,Mabel BECKETT,429,28,2026-04-01 08:10:30.699583
2022-02-26,Luke ALDEN,Joanna ANDREWS,399,28,2026-04-01 08:10:30.699583
2022-03-05,James REED,Christine FAULKNER,402,26,2026-04-01 08:10:30.699583
2022-03-12,Danny ADAMS,Christine FAULKNER,425,24,2026-04-01 08:10:30.699583
2022-03-19,Ben FELTON,Iona LAKE,416,30,2026-04-01 08:10:30.699583
2022-03-26,Kim BOWLING,Christine FAULKNER,404,25,2026-04-01 08:10:30.699583
2022-04-02,Samuel STEVENS,Mabel BECKETT,341,23,2026-04-01 08:10:30.699583
2022-04-09,Gary CRUSH,Alison MOORE,425,30,2026-04-01 08:10:30.699583
2022-04-16,David MCLEAN,Tilele STEVENS,410,29,2026-04-01 08:10:30.699583
2022-04-23,Stu HUNTINGTON,Joanna ANDREWS,467,25,2026-04-01 08:10:30.699583
2022-04-30,Rowan STRINGER,Harriet CARR,438,24,2026-04-01 08:10:30.699583
2022-05-07,Reuben ANDREWS,Mabel BECKETT,414,28,2026-04-01 08:10:30.699583
2022-05-14,Chris MILLSTED,Alicia LACEY,402,27,2026-04-01 08:10:30.699583
2022-05-21,Lloyd WILLIAMS,Helene GREENWOOD,433,26,2026-04-01 08:10:30.699583
2022-05-28,Thomas BROOKES,Harriet CARR,408,31,2026-04-01 08:10:30.699583
2022-06-04,Joey BENDALL,Eleanor DAVIES,346,25,2026-04-01 08:10:30.699583
2022-06-11,Reuben ANDREWS,Joanna ANDREWS,405,26,2026-04-01 08:10:30.699583
2022-06-18,Scott GREEVES,Rachel COOKE,338,28,2026-04-01 08:10:30.699583
2022-06-25,John HUDSON,Ellie GASKINS,359,21,2026-04-01 08:10:30.699583
2022-07-02,Ian BEEDEN,Christine FAULKNER,314,23,2026-04-01 08:10:30.699583
2022-07-09,Joey BENDALL,Ava MEARS,347,18,2026-04-01 08:10:30.699583
2022-07-16,Nick EARL,Alicia LACEY,385,31,2026-04-01 08:10:30.699583
2022-07-23,Nick EARL,Joanna ANDREWS,347,26,2026-04-01 08:10:30.699583
2022-07-30,Danny ADAMS,Joanna ANDREWS,304,20,2026-04-01 08:10:30.699583
2022-08-06,Danny ADAMS,Christine FAULKNER,394,21,2026-04-01 08:10:30.699583
2022-08-13,Ian BEEDEN,Freya STAPLETON,289,22,2026-04-01 08:10:30.699583
2022-08-20,John HUDSON,Christine FAULKNER,358,18,2026-04-01 08:10:30.699583
2022-08-27,Marcus SLADDEN,Katherine WEST,387,22,2026-04-01 08:10:30.699583
2022-09-03,Jack STUTTLE,Jessica BEHAN,368,22,2026-04-01 08:10:30.699583
2022-09-10,Logan SMITH,Mabel BECKETT,341,23,2026-04-01 08:10:30.699583
2022-09-17,Ian BEEDEN,Joanna ANDREWS,353,24,2026-04-01 08:10:30.699583
2022-09-24,George HATTON,Claire KENT,363,24,2026-04-01 08:10:30.699583
2022-10-01,Ian BEEDEN,Joanna ANDREWS,436,20,2026-04-01 08:10:30.699583
2022-10-08,Gary CRUSH,Harriet CARR,441,23,2026-04-01 08:10:30.699583
2022-10-15,Danny ADAMS,Amy BECK,371,22,2026-04-01 08:10:30.699583
2022-10-22,Lawrence Edward WADE,Meghan GRANGE,343,28,2026-04-01 08:10:30.699583
2022-10-29,Ian BEEDEN,Bonnie BECK,367,24,2026-04-01 08:10:30.699583
2022-11-05,Tom COLLIER,Juliette Amy WATKINSON,425,24,2026-04-01 08:10:30.699583
2022-11-12,Tom COLLIER,Alexandra MERCER,424,20,2026-04-01 08:10:30.699583
2022-11-19,John RASPIN,Melissa NEAL,413,22,2026-04-01 08:10:30.699583
2022-11-26,Ian BEEDEN,Joanna ANDREWS,444,25,2026-04-01 08:10:30.699583
2022-12-03,Lucas PORTER,Lucy WALLACE,397,23,2026-04-01 08:10:30.699583
2022-12-24,Danny ADAMS,Eleanor MATTHEWS,641,31,2026-04-01 08:10:30.699583
2022-12-31,Jake BOWLES,Sophie PEACH,402,25,2026-04-01 08:10:30.699583
2023-01-07,Lloyd WILLIAMS,Harriet CARR,450,27,2026-04-01 08:10:30.699583
2023-01-14,Joseph HEATHER,Harriet CARR,357,22,2026-04-01 08:10:30.699583
2023-01-28,Logan SMITH,Lucy WALLACE,430,21,2026-04-01 08:10:30.699583
2023-02-04,Ian BEEDEN,Meghan GRANGE,436,22,2026-04-01 08:10:30.699583
2023-02-11,Logan SMITH,Ella SHARROCK,368,25,2026-04-01 08:10:30.699583
2023-02-18,Tom COLLIER,Mimi MARSHALL,451,25,2026-04-01 08:10:30.699583
2023-02-25,Lucas PORTER,Juliette Amy WATKINSON,439,23,2026-04-01 08:10:30.699583
2023-03-04,Rory STEEL,Amelia MAGUIRE,352,26,2026-04-01 08:10:30.699583
2023-03-11,Tom COLLIER,Ella SHARROCK,319,24,2026-04-01 08:10:30.699583
2023-03-18,John HUDSON,Daisy GLOVER,438,22,2026-04-01 08:10:30.699583
2023-03-25,James SENIOR,Mabel BECKETT,410,24,2026-04-01 08:10:30.699583
2023-04-01,Matt HOWARD,Emily CUNLIFFE,318,22,2026-04-01 08:10:30.699583
2023-04-08,James MCALLEN,Harriet CARR,411,24,2026-04-01 08:10:30.699583
2023-04-15,Jacob OCAL,Joanna ANDREWS,380,25,2026-04-01 08:10:30.699583
2023-04-22,William TUCKER,Alicia LACEY,454,26,2026-04-01 08:10:30.699583
2023-04-29,Ryan DAVIDSON,Ella SHARROCK,519,27,2026-04-01 08:10:30.699583
2023-05-06,Tom COLLIER,Harriet CARR,456,27,2026-04-01 08:10:30.699583
2023-05-13,Tom COLLIER,Eleanor PHILLIPS,495,31,2026-04-01 08:10:30.699583
2023-05-20,Tom COLLIER,Eleanor PHILLIPS,491,24,2026-04-01 08:10:30.699583
2023-05-27,Jacob OCAL,Lottie DAVIDSON,433,31,2026-04-01 08:10:30.699583
2023-06-03,Tom COLLIER,Mabel BECKETT,425,23,2026-04-01 08:10:30.699583
2023-06-10,Harry SMITH,Millie BRADFIELD,499,26,2026-04-01 08:10:30.699583
2023-06-17,Tom COLLIER,Molly PACE,616,37,2026-04-01 08:10:30.699583
2023-06-24,Samuel WORFOLK,Alicia LACEY,456,23,2026-04-01 08:10:30.699583
